SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
543270,MTARTECH    ,A ,Q,2340.00,2413.05,2340.00,2370.25,2370.25,2407.00,2665,11854,28217430.00,,INE864I01014,06-Jan-22,,
543271,JUBLINGREA  ,A ,Q,582.20,582.20,567.40,570.80,569.95,583.20,1221,14483,8302346.00,,INE0BY001018,06-Jan-22,,
543272,EASEMYTRIP  ,B ,Q,553.90,553.90,533.55,536.55,536.55,546.30,564,7666,4136162.00,,INE07O001018,06-Jan-22,,
543273,KMEW        ,M ,Q,174.05,174.05,165.50,166.95,173.50,165.80,32,120000,20599500.00,,INE0CJD01011,06-Jan-22,,
543274,SUUMAYA     ,M ,Q,107.50,111.80,107.50,111.00,111.00,111.85,37,16650,1816875.00,,INE0EMB01015,06-Jan-22,,
543275,ANURAS      ,A ,Q,1040.00,1040.00,1014.90,1021.20,1021.20,1032.40,1202,3858,3951587.00,,INE930P01018,06-Jan-22,,
543276,CRAFTSMAN   ,A ,Q,2230.00,2354.20,2230.00,2320.70,2333.30,2346.60,463,1430,3309967.00,,INE00LO01017,06-Jan-22,,
543277,LXCHEM      ,A ,Q,425.00,435.75,421.00,434.25,434.25,428.15,1981,55258,23896109.00,,INE576O01020,06-Jan-22,,
543278,KALYANKJIL  ,A ,Q,72.30,73.75,71.05,71.80,71.80,73.20,3093,267856,19344502.00,,INE303R01014,06-Jan-22,,
543279,SURYODAY    ,A ,Q,147.00,147.20,143.90,145.25,145.70,144.30,583,11299,1645427.00,,INE428Q01011,06-Jan-22,,
543280,NAZARA      ,B ,Q,2444.95,2451.40,2401.90,2425.30,2425.30,2469.65,700,3246,7865167.00,,INE418L01021,06-Jan-22,,
543281,SUVIDHAA    ,B ,Q,11.65,12.48,11.31,12.43,12.45,11.89,1010,478802,5863892.00,,INE018401013,06-Jan-22,,
543283,BARBEQUE    ,B ,Q,1375.10,1415.05,1375.10,1404.25,1402.00,1408.60,747,2696,3778900.00,,INE382M01027,06-Jan-22,,
543284,EKI         ,M ,Q,8938.05,9878.85,8938.05,9878.85,9878.85,9408.45,553,36150,341774852.00,,INE0CPR01018,06-Jan-22,,
543285,RCAN        ,M ,Q,20.50,20.50,20.50,20.50,20.50,21.00,1,6000,123000.00,,INE0CQ101015,06-Jan-22,,
543286,JETMALL     ,M ,Q,17.00,17.00,16.50,16.50,16.50,17.20,2,18000,303000.00,,INE0D9X01018,06-Jan-22,,
543287,LODHA       ,B ,Q,1230.45,1245.15,1193.25,1201.20,1200.00,1237.50,1284,9706,11796054.00,,INE670K01029,06-Jan-22,,
543288,DEEPIND     ,B ,Q,158.10,180.00,156.00,173.75,173.50,158.45,1730,74101,12854186.00,,INE0FHS01016,06-Jan-22,,
543290,PGINVIT     ,IF,Q,128.00,128.00,121.94,125.32,125.36,122.20,163,21112,2624535.00,,INE0GGX23010,06-Jan-22,,
543291,MAFANG      ,B ,Q,54.85,55.28,53.80,54.23,54.25,55.88,2564,205844,11155103.00,,INF769K01HF4,06-Jan-22,,
543292,ICICIPHARM  ,B ,Q,88.40,88.69,87.13,88.03,88.00,88.88,59,1393,122199.00,,INF109KC1Q72,06-Jan-22,,
543297,IWEL        ,T ,Q,775.00,788.80,770.00,788.80,788.80,753.00,16,228,177905.00,,INE0FLR01028,06-Jan-22,,
543298,VINEETLAB   ,B ,Q,79.85,80.40,77.00,78.90,78.45,79.65,146,5673,447173.00,,INE505Y01010,06-Jan-22,,
543299,SHYAMMETL   ,B ,Q,342.00,350.00,337.80,344.45,342.00,343.40,2540,62609,21521897.00,,INE810G01011,06-Jan-22,,
543300,SONACOMS    ,B ,Q,730.00,735.00,718.00,732.15,732.45,738.50,8621,114446,82987979.00,,INE073K01018,06-Jan-22,,
543306,DODLA       ,B ,Q,521.00,558.70,521.00,552.95,552.95,559.25,271,3502,1935556.00,,INE021O01019,06-Jan-22,,
543308,KIMS        ,B ,Q,1455.00,1477.00,1432.60,1440.85,1440.85,1465.15,1520,6960,10095337.00,,INE967H01017,06-Jan-22,,
543311,IPL         ,B ,Q,322.50,323.00,315.30,319.75,318.90,318.40,558,8721,2790456.00,,INE0D6701023,06-Jan-22,,
543317,GRINFRA     ,B ,Q,1763.15,1771.10,1732.05,1742.75,1736.15,1785.50,342,1332,2339117.00,,INE201P01022,06-Jan-22,,
543318,CLEAN       ,B ,Q,2580.00,2643.80,2552.55,2621.90,2621.90,2605.75,4680,30931,80470862.00,,INE227W01023,06-Jan-22,,
543319,AAPLUSTRAD  ,M ,Q,8.25,8.35,8.25,8.30,8.35,7.60,2,16000,132800.00,,INE0C5901014,06-Jan-22,,
543320,ZOMATO      ,B ,Q,133.00,133.30,129.65,130.10,130.10,133.95,40347,1962395,256885662.00,,INE758T01015,06-Jan-22,,
543321,TATVA       ,B ,Q,2576.00,2659.90,2547.95,2629.00,2629.00,2571.50,1105,3795,9894473.00,,INE0GK401011,06-Jan-22,,
543322,GLS         ,B ,Q,625.00,625.00,606.00,609.50,609.50,609.45,572,4534,2764155.00,,INE03Q201024,06-Jan-22,,
543323,MAFSETF     ,B ,Q,18.17,18.30,18.00,18.19,18.30,18.24,42,14153,257173.00,,INF769K01HI8,06-Jan-22,,
543324,GCSL        ,M ,Q,200.15,207.80,200.15,207.80,207.80,206.80,2,1600,326360.00,,INE199P01028,06-Jan-22,,
543325,ROLEXRINGS  ,B ,Q,1200.95,1229.40,1192.00,1204.75,1204.75,1219.85,1973,13938,16895239.00,,INE645S01016,06-Jan-22,,
543326,ICICIFMCG   ,B ,Q,378.00,381.00,375.44,375.44,375.44,377.90,10,31,11735.00,,INF109KC1R48,06-Jan-22,,
543327,EXXARO      ,B ,Q,140.15,142.95,140.15,140.90,140.65,141.85,718,12206,1725677.00,,INE0GFE01018,06-Jan-22,,
543328,KRSNAA      ,B ,Q,780.00,794.60,759.30,766.55,767.00,776.80,1456,11579,9036981.00,,INE08LI01020,06-Jan-22,,
543329,WINDLAS     ,B ,Q,273.05,273.05,270.00,271.90,271.90,273.05,362,2791,757210.00,,INE0H5O01029,06-Jan-22,,
543330,DEVYANI     ,B ,Q,175.00,177.90,173.50,173.85,173.85,179.20,8897,456365,80018149.00,,INE872J01023,06-Jan-22,,
543331,MOL         ,B ,Q,108.05,110.25,106.00,107.30,107.30,108.65,1683,148088,16105258.00,,INE0CT101020,06-Jan-22,,
543332,MFL         ,B ,Q,770.00,771.20,756.05,763.50,762.55,774.45,824,4880,3728738.00,,INE071N01016,06-Jan-22,,
543333,CARTRADE    ,B ,Q,839.00,847.95,830.00,830.80,834.05,845.05,1192,11131,9302248.00,,INE290S01011,06-Jan-22,,
543334,NUVOCO      ,B ,Q,502.00,502.00,489.35,490.45,490.45,495.20,717,5676,2791382.00,,INE118D01016,06-Jan-22,,
543335,APTUS       ,B ,Q,340.25,360.00,340.25,358.85,358.80,342.40,3676,58993,20980355.00,,INE852O01025,06-Jan-22,,
543336,CHEMPLASTS  ,B ,Q,581.00,619.30,581.00,610.00,610.00,589.00,4096,51841,31138638.00,,INE488A01050,06-Jan-22,,
543346,AASHKA      ,M ,Q,58.95,59.30,58.20,58.30,58.30,58.70,54,56000,3292200.00,,INE0EAX01014,06-Jan-22,,
543347,AXISTECETF  ,B ,Q,389.00,389.00,382.00,386.37,386.37,386.27,21,212,81742.00,,INF846K01Y96,06-Jan-22,,
543348,AXISHETF    ,B ,Q,87.89,88.80,86.10,87.55,87.36,87.94,49,1123,97275.00,,INF846K01Z12,06-Jan-22,,
543349,AMIORG      ,B ,Q,1076.20,1084.90,1067.50,1071.55,1071.55,1094.30,1793,22518,24200319.00,,INE00FF01017,06-Jan-22,,
543350,VIJAYA      ,B ,Q,583.75,588.85,565.10,568.45,568.45,568.50,507,4397,2537817.00,,INE043W01024,06-Jan-22,,
543357,AXISCETF    ,B ,Q,70.90,71.90,70.00,71.80,71.80,71.18,30,4253,303626.00,,INF846K016C7,06-Jan-22,,
543358,SANSERA     ,B ,Q,744.00,774.35,744.00,765.05,763.45,774.95,798,5320,4086092.00,,INE953O01021,06-Jan-22,,
543363,PREVEST     ,M ,Q,435.15,454.00,433.40,441.00,443.95,456.20,51,81600,35956880.00,,INE0GAO01018,06-Jan-22,,
543364,MTCL        ,M ,Q,62.55,63.00,62.55,62.55,62.55,62.50,3,4800,300960.00,,INE0FW001016,06-Jan-22,,
543365,MASPTOP50   ,B ,Q,30.78,30.78,30.10,30.25,30.25,30.89,425,222678,6729406.00,,INF769K01HP3,06-Jan-22,,
543366,SBLI        ,M ,Q,63.45,69.50,63.45,69.50,69.50,70.50,2,2400,159540.00,,INE0DLM01024,06-Jan-22,,
543367,PARAS       ,B ,Q,724.00,736.40,712.60,726.40,726.40,724.60,1728,16896,12300984.00,,INE045601015,06-Jan-22,,
543372,GETALONG    ,M ,Q,72.00,72.00,72.00,72.00,72.00,71.00,2,4000,288000.00,,INE0H1201012,06-Jan-22,,
543373,SVRL        ,M ,Q,60.00,61.00,59.15,59.15,59.15,63.25,8,24000,1439850.00,,INE0HLJ01013,06-Jan-22,,
543374,ABSLAMC     ,B ,Q,538.00,562.30,533.10,552.65,552.65,541.00,3317,34465,18830470.00,,INE404A01024,06-Jan-22,,
543375,PROMAX      ,M ,Q,21.55,21.55,21.55,21.55,21.55,20.55,1,10000,215500.00,,INE0I2F01015,06-Jan-22,,
543383,ICICICONSU  ,B ,Q,71.10,71.50,70.80,71.50,71.50,71.45,16,206,14620.00,,INF109KC1V42,06-Jan-22,,
543384,NYKAA       ,B ,Q,2040.00,2040.00,1996.00,2002.85,2002.85,2043.00,7812,56363,113151210.00,,INE388Y01029,06-Jan-22,,
543386,FINOPB      ,B ,Q,410.85,428.90,405.05,417.80,414.20,410.85,3510,38684,16256543.00,,INE02NC01014,06-Jan-22,,
543387,SJS         ,B ,Q,356.05,375.00,355.30,361.55,361.55,359.20,2468,32628,11922288.00,,INE284S01014,06-Jan-22,,
543388,DSPNEWETF   ,B ,Q,199.00,200.32,198.25,199.00,199.00,198.96,31,821,162977.00,,INF740KA1QK2,06-Jan-22,,
543389,SIGACHI     ,B ,Q,382.10,385.55,381.00,382.10,382.10,386.90,3671,68959,26385747.00,,INE0D0K01014,06-Jan-22,,
543390,POLICYBZR   ,B ,Q,950.00,950.00,885.00,890.50,890.50,940.85,4013,39412,35640317.00,,INE417T01026,06-Jan-22,,
543391,SGFRL       ,M ,Q,47.20,47.20,47.20,47.20,47.20,46.00,1,3000,141600.00,,INE07GA01011,06-Jan-22,,
543396,PAYTM       ,B ,Q,1288.65,1288.70,1250.00,1253.90,1253.90,1288.65,29115,229440,290038640.00,,INE982J01020,06-Jan-22,,
543397,SAPPHIRE    ,B ,Q,1263.00,1274.00,1234.95,1242.60,1239.00,1273.60,1765,13739,17265863.00,,INE806T01012,06-Jan-22,,
543398,LATENTVIEW  ,B ,Q,538.10,554.20,538.10,542.90,542.90,552.70,7792,103616,56612559.00,,INE0I7C01011,06-Jan-22,,
543399,TARSONS     ,B ,Q,644.00,656.00,637.80,647.95,647.95,636.25,2042,24718,16042296.00,,INE144Z01023,06-Jan-22,,
543400,OMNIPOTENT  ,M ,Q,47.60,49.95,47.05,48.20,48.40,48.55,51,110000,5311300.00,,INE0JFE01012,06-Jan-22,,
543401,GOCOLORS    ,B ,Q,1020.50,1062.15,1020.50,1046.45,1046.00,1048.20,1362,17703,18600054.00,,INE0BJS01011,06-Jan-22,,
543410,DMR         ,M ,Q,31.95,34.25,31.95,34.25,34.25,33.60,7,42000,1383300.00,,INE07L501010,06-Jan-22,,
543411,HITECH      ,B ,Q,561.65,563.95,539.05,557.25,560.00,555.00,117,363,201493.00,,INE106T01017,06-Jan-22,,
543412,STARHEALTH  ,B ,Q,759.00,786.00,756.05,780.40,777.70,761.95,3384,32298,24976785.00,,INE575P01011,06-Jan-22,,
543413,TEGA        ,B ,Q,580.00,602.40,574.15,592.15,592.95,593.90,3978,64567,38422442.00,,INE011K01018,06-Jan-22,,
543414,MAHKTECH    ,B ,Q,17.05,17.48,16.80,17.33,17.33,17.02,244,50587,864745.00,,INF769K01HS7,06-Jan-22,,
543415,ANANDRATHI  ,B ,Q,631.15,641.60,624.40,635.90,630.00,637.35,2429,29459,18664224.00,,INE463V01026,06-Jan-22,,
543416,ZODIAC      ,B ,Q,72.95,72.95,72.95,72.95,72.95,69.50,16,2560,186752.00,,INE761Y01019,06-Jan-22,,
543417,RATEGAIN    ,B ,Q,380.00,387.70,376.10,380.10,380.10,384.45,1148,28133,10773108.00,,INE0CLI01024,06-Jan-22,,
543418,BBETF0432   ,F ,Q,1002.50,1002.50,1002.50,1002.50,1002.50,1002.50,12,500,501250.00,,INF754K01OB1,06-Jan-22,,
543419,SHRIRAMPPS  ,B ,Q,85.10,86.35,85.10,86.00,86.00,86.00,1369,97362,8370146.00,,INE217L01019,06-Jan-22,,
543420,JETFREIGHT  ,B ,Q,59.50,59.50,57.00,59.50,59.50,56.70,120,38990,2317315.00,,INE982V01017,06-Jan-22,,
543425,MAPMYINDIA  ,B ,Q,1761.00,1761.00,1712.80,1724.80,1724.80,1767.25,6044,54833,95074138.00,,INE0BV301023,06-Jan-22,,
543426,METROBRAND  ,B ,Q,434.00,456.95,432.00,455.20,456.50,439.75,1374,16558,7338786.00,,INE317I01021,06-Jan-22,,
543427,MEDPLUS     ,B ,Q,1023.90,1049.05,1006.90,1017.40,1017.40,1034.35,1854,11057,11367307.00,,INE804L01022,06-Jan-22,,
543428,DATAPATTNS  ,B ,Q,760.00,773.95,750.00,761.25,761.25,776.45,3469,61062,46646120.00,,INE0IX101010,06-Jan-22,,
543433,HPAL        ,T ,Q,405.00,447.60,405.00,447.60,447.60,426.30,1671,88196,37448718.00,,INE0GSL01016,06-Jan-22,,
543434,SUPRIYA     ,B ,Q,478.00,502.15,472.55,487.20,487.20,478.70,10263,387388,190675983.00,,INE07RO01027,06-Jan-22,,
543435,CLARA       ,MT,Q,54.35,54.35,54.35,54.35,54.35,51.80,1,3000,163050.00,,INE0JJS01014,06-Jan-22,,
543436,WITS        ,TS,Q,210.95,221.45,210.95,221.45,221.45,210.95,8,6400,1408880.00,,INE0IM001015,06-Jan-22,,
543437,MONQ50      ,B ,Q,66.12,66.43,62.32,63.51,63.51,66.10,109,4310,273077.00,,INF247L01AU3,06-Jan-22,,
543438,DSPQ50ETF   ,B ,Q,180.60,180.60,179.10,180.00,180.00,181.29,380,53636,9643961.00,,INF740KA1QL0,06-Jan-22,,
543439,BRANDBUCKT  ,MT,Q,48.00,49.75,48.00,49.70,49.70,47.45,78,220000,10927700.00,,INE0ILD01014,06-Jan-22,,
543440,DSPN50ETF   ,B ,Q,177.50,177.75,177.20,177.20,177.20,177.50,7,196,34747.00,,INF740KA1CL0,06-Jan-22,,
543441,CMSINFO     ,B ,Q,237.00,260.00,235.20,255.85,255.85,239.60,11044,579766,144819127.00,,INE925R01014,06-Jan-22,,
555555,ICICISENSX  ,A ,Q,651.00,652.00,640.10,646.00,646.00,651.65,62,487,313353.00,,INF346A01034,06-Jan-22,,
570001,TATAMTRTDVR ,A ,Q,239.10,245.45,238.50,243.40,243.40,243.95,9049,270212,65363272.00,,IN9155A01020,06-Jan-22,,
570002,FELDVR      ,B ,Q,13.69,14.55,13.69,14.23,14.05,13.69,159,18556,261990.00,,IN9623B01058,06-Jan-22,,
570004,JISLBNDVR   ,B ,Q,25.15,26.75,24.70,26.75,26.75,25.50,216,24502,645573.00,,IN9175A01010,06-Jan-22,,
570005,SCAPDVR     ,B ,Q,11.74,11.74,11.15,11.65,11.52,11.19,402,391571,4574813.00,,INE224E01036,06-Jan-22,,
590003,KARUR VY(PS ,B ,Q,45.95,46.35,45.70,46.05,46.05,46.15,1816,229799,10590072.00,,INE036D01028,06-Jan-22,,
590005,TIDE WATE(PS,B ,Q,1553.00,1649.00,1553.00,1594.80,1594.80,1600.70,1874,5752,9233206.00,,INE484C01030,06-Jan-22,,
590006,AMRUTANJAN  ,B ,Q,963.00,963.00,935.60,942.35,942.35,958.65,1561,5506,5196613.00,,INE098F01031,06-Jan-22,,
590013,XPRO INDI(PS,T ,Q,1026.75,1026.75,1020.00,1026.75,1026.75,977.90,92,1019,1045402.00,,INE445C01015,06-Jan-22,,
590018,HISARMET(PS ,B ,Q,116.85,137.05,116.80,127.80,127.00,121.30,724,22298,2934888.00,,INE598C01011,06-Jan-22,,
590021,BHARAT RA(PS,B ,Q,12138.25,12421.35,12088.85,12209.35,12238.90,12595.85,428,659,8072115.00,,INE838B01013,06-Jan-22,,
590022,EASTER SI(PS,T ,Q,10.62,11.71,10.61,11.71,11.71,11.16,292,94574,1050021.00,,INE962C01027,06-Jan-22,,
590024,FERT CHE(PS ,B ,Q,132.00,138.25,132.00,135.65,135.10,134.75,967,22962,3113360.00,,INE188A01015,06-Jan-22,,
590025,GINNI FIL(PS,B ,Q,45.95,49.50,45.00,48.60,48.60,46.45,1185,194538,9127924.00,,INE424C01010,06-Jan-22,,
590030,SOUTH PET(PS,B ,Q,57.00,57.25,55.25,55.85,55.85,56.70,1372,119296,6723410.00,,INE147A01011,06-Jan-22,,
590031,DE NORA     ,T ,Q,465.00,489.45,460.00,489.45,489.45,466.15,216,5066,2453797.00,,INE244A01016,06-Jan-22,,
590041,KAVERI TELE ,B ,Q,10.39,10.90,10.36,10.90,10.90,10.39,69,25551,274625.00,,INE641C01019,06-Jan-22,,
590051,SAKSOFT LTD ,B ,Q,989.90,991.95,973.70,984.15,979.15,987.70,305,1009,991783.00,,INE667G01015,06-Jan-22,,
590056,SALONA COTSP,B ,Q,260.55,279.00,251.05,274.65,275.00,260.95,318,6503,1712707.00,,INE498E01010,06-Jan-22,,
590057,EQUIPPP     ,B ,Q,91.20,100.25,90.75,100.25,100.25,95.50,898,25284,2373226.00,,INE217G01035,06-Jan-22,,
590062,ANDHRA SUGAR,B ,Q,134.50,139.75,131.60,134.55,134.85,134.60,2110,67583,9249139.00,,INE715B01021,06-Jan-22,,
590065,INDIA MOTOR ,B ,Q,793.75,835.75,793.75,811.10,815.20,815.75,87,982,795648.00,,INE547E01014,06-Jan-22,,
590066,KCP LTD     ,B ,Q,143.00,143.00,135.10,139.85,140.00,142.90,1721,38705,5404385.00,,INE805C01028,06-Jan-22,,
590068,KHAITAN INDI,B ,Q,30.30,30.30,30.30,30.30,30.30,28.90,4,217,6575.00,,INE731C01018,06-Jan-22,,
590070,RADAAN MEDIA,T ,Q,1.63,1.63,1.52,1.54,1.54,1.56,30,46148,71891.00,,INE874F01027,06-Jan-22,,
590071,SUNDARAM FIN,B ,Q,2335.55,2392.50,2328.15,2370.00,2350.00,2362.35,1095,6232,14751624.00,,INE660A01013,06-Jan-22,,
590072,SUNDARAM BRK,B ,Q,372.20,372.20,358.05,367.60,368.10,363.35,87,2953,1074306.00,,INE073D01013,06-Jan-22,,
590073,WHEELS INDIA,B ,Q,645.00,664.90,637.60,653.95,654.00,651.95,152,1146,745044.00,,INE715A01015,06-Jan-22,,
590075,LAMBODHARA T,B ,Q,100.40,102.20,98.80,100.20,100.20,102.95,387,17145,1713996.00,,INE112F01022,06-Jan-22,,
590078,MAITHAN ALL ,B ,Q,1041.05,1085.70,1039.90,1050.70,1050.70,1040.00,1150,5871,6246334.00,,INE683C01011,06-Jan-22,,
590082,LOHIA SECURI,X ,Q,177.90,177.90,177.90,177.90,177.90,169.45,14,2165,385153.00,,INE803B01017,06-Jan-22,,
590086,ORISSA MINE ,B ,Q,2748.75,2820.00,2710.05,2737.70,2730.05,2767.70,869,4455,12313668.00,,INE725E01024,06-Jan-22,,
590095,GOLDBEES    ,E ,Q,41.45,41.64,41.20,41.36,41.36,41.58,3168,362315,14971440.00,,INF204KB17I5,06-Jan-22,,
590096,LIQUIDBEES  ,F ,Q,999.99,1000.01,999.99,1000.00,1000.00,1000.00,803,121389,121388791.00,,INF732E01037,06-Jan-22,,
590097,KOTAKGOLDETF,E ,Q,41.95,42.08,41.52,41.63,41.63,41.95,181,10893,453969.00,,INF174KA1HJ8,06-Jan-22,,
590098,SBI GOLD ETS,E ,Q,45.00,45.00,42.11,42.34,42.34,4263.25,395,102778,4381084.00,,INF200KA16D8,06-Jan-22,,
590099,QUANTUM GOLD,E ,Q,41.38,41.38,40.50,40.80,40.92,41.33,294,22020,899485.00,,INF082J01408,06-Jan-22,,
590101,UTI GOLD ETF,E ,Q,41.40,41.70,41.11,41.18,41.26,41.50,218,25024,1035486.00,,INF789F1AUX7,06-Jan-22,,
590103,NIFTYBEES   ,B ,Q,192.46,192.46,190.75,191.83,191.83,193.13,1324,95975,18365811.00,,INF204KB14I2,06-Jan-22,,
590104,JUNIORBEES  ,B ,Q,447.00,450.00,440.10,446.89,446.89,447.22,1716,13453,5987675.00,,INF732E01045,06-Jan-22,,
590106,BANKBEES    ,B ,Q,375.13,380.00,368.10,378.19,378.19,379.13,3265,149399,56144798.00,,INF204KB15I9,06-Jan-22,,
590107,KOTAK PSU BK,B ,Q,258.10,265.00,255.55,261.10,264.42,259.52,164,2684,695419.00,,INF373I01023,06-Jan-22,,
590108,PSUBNKBEES  ,B ,Q,28.80,29.20,28.57,29.07,29.05,28.91,407,56181,1623395.00,,INF204KB16I7,06-Jan-22,,
590109,SHARIABEES  ,B ,Q,461.48,461.48,455.27,459.10,459.10,461.48,12,140,64350.00,,INF732E01128,06-Jan-22,,
590110,QUANTUM INDX,B ,Q,1850.00,1854.00,1848.00,1854.00,1854.00,1854.00,4,6,11100.00,,INF082J01028,06-Jan-22,,
590113,HNGSNGBEES  ,E ,Q,301.00,301.00,293.10,294.33,293.60,297.05,124,3067,903420.00,,INF204KB19I1,06-Jan-22,,
590115,MOM50       ,B ,Q,177.50,177.50,175.38,175.38,175.38,178.00,35,620,109183.00,,INF247L01536,06-Jan-22,,
590122,ASHIKACR    ,X ,Q,38.50,38.50,37.50,38.00,38.00,37.95,169,18719,715815.00,,INE094B01013,06-Jan-22,,
590134,MADRASFERT  ,B ,Q,29.80,34.15,29.80,33.40,33.00,31.05,2612,372296,12183869.00,,INE414A01015,06-Jan-22,,
590136,KOTAKBKETF  ,B ,Q,378.10,381.20,373.99,378.58,378.47,380.33,195,6075,2287970.00,,INF174K01F59,06-Jan-22,,
590137,SETFNIFBK   ,B ,Q,375.90,376.66,370.10,375.27,374.13,375.90,146,1703,634933.00,,INF200KA1580,06-Jan-22,,
590138,SETFNIF50   ,B ,Q,182.35,182.70,180.10,181.33,181.24,182.82,1083,58885,10679556.00,,INF200KA1FS1,06-Jan-22,,
717503,ZEE NCPS    ,F ,P,2.09,2.09,2.06,2.09,2.09,2.09,1659,3612703,7515357.00,,INE256A04022,06-Jan-22,,
750687,VISVENL-RE  ,R ,Q,60.00,80.00,60.00,71.90,74.00,75.10,24,2410,173502.00,,INE762D20011,06-Jan-22,,
750688,SHIVAM-RE   ,R ,Q,61.00,66.95,34.20,66.95,66.95,47.85,1555,132579,7687214.00,,INE637H20016,06-Jan-22,,
750689,BNRSEC-RE   ,R ,Q,12.84,14.90,11.50,12.91,12.25,12.84,102,20821,261353.00,,INE710D20010,06-Jan-22,,
750690,BEARD-RE    ,R ,Q,16.63,16.63,16.63,16.63,16.63,11.88,63,17038,283341.00,,INE520H20014,06-Jan-22,,
800254,SGBAUG24    ,G ,B,4700.00,4700.00,4693.00,4693.00,4693.00,4690.00,7,55,258455.00,,IN0020160027,06-Jan-22,,
800259,SGB2016IIIA ,G ,B,4628.50,4740.00,4628.50,4740.00,4740.00,4650.00,3,21,97310.00,,IN0020160076,06-Jan-22,,
800265,SGB2016IV   ,G ,B,4650.00,4650.00,4650.00,4650.00,4650.00,4649.12,1,1,4650.00,,IN0020160126,06-Jan-22,,
800268,SGBMAY25    ,G ,B,4675.00,4675.00,4675.00,4675.00,4675.00,4680.00,3,7,32725.00,,IN0020170018,06-Jan-22,,
800270,SGBOCT25    ,G ,B,4655.00,4655.00,4655.00,4655.00,4655.00,4632.00,1,4,18620.00,,IN0020170067,06-Jan-22,,
800290,SGBDEC26    ,G ,B,4790.00,4790.00,4790.00,4790.00,4790.00,4636.00,1,1,4790.00,,IN0020180389,06-Jan-22,,
800318,SGBAPR28    ,G ,B,4665.00,4665.00,4641.00,4643.82,4641.00,4664.67,27,60,279220.00,,IN0020200062,06-Jan-22,,
800320,SGBMAY28    ,G ,B,4634.00,4655.00,4632.01,4645.00,4645.00,4650.00,5,18,83435.00,,IN0020200088,06-Jan-22,,
800324,SGBJULY28   ,G ,B,4670.00,4709.00,4670.00,4696.00,4696.00,4700.00,14,105,492897.00,,IN0020200146,06-Jan-22,,
800325,SGBAUG28    ,G ,B,4780.00,4790.00,4780.00,4780.00,4780.00,4786.00,25,75,358711.00,,IN0020200161,06-Jan-22,,
800327,SGBSEP28    ,G ,B,4686.01,4745.00,4686.01,4705.00,4705.00,4685.00,8,35,165367.00,,IN0020200195,06-Jan-22,,
800329,SGBNOV28    ,G ,B,4708.00,4708.00,4708.00,4708.00,4708.00,4680.10,1,1,4708.00,,IN0020200286,06-Jan-22,,
800331,SGBJAN29    ,G ,B,4680.00,4689.95,4651.00,4666.58,4679.90,4687.00,41,209,975738.00,,IN0020200377,06-Jan-22,,
800332,SGBJAN29A   ,G ,B,4755.00,4765.00,4755.00,4764.31,4765.00,4704.00,3,29,138165.00,,IN0020200385,06-Jan-22,,
800333,SGBFEB29    ,G ,B,4693.90,4695.00,4693.90,4695.00,4695.00,4674.01,2,12,56329.00,,IN0020200393,06-Jan-22,,
800339,SGBMAR29    ,G ,B,4621.00,4664.00,4621.00,4643.01,4643.01,4668.00,15,131,608082.00,,IN0020200427,06-Jan-22,,
800340,SGBMAY29    ,G ,B,4662.00,4662.00,4649.96,4650.04,4650.04,4656.46,12,114,530172.00,,IN0020210053,06-Jan-22,,
800341,SGBJUNE29   ,G ,B,4683.00,4683.00,4625.10,4669.80,4669.80,4661.50,9,18,83650.00,,IN0020210061,06-Jan-22,,
800342,SGBJUN29A   ,G ,B,4650.00,4650.00,4650.00,4650.00,4650.00,4642.05,1,1,4650.00,,IN0020210087,06-Jan-22,,
800367,SGBJULY29   ,G ,B,4699.00,4699.00,4695.00,4695.00,4695.00,4685.10,3,10,46954.00,,IN0020210111,06-Jan-22,,
800385,SGBAUG29    ,G ,B,4661.00,4661.00,4650.00,4650.80,4650.00,4661.00,4,20,93016.00,,IN0020210129,06-Jan-22,,
800386,SGBSEP29    ,G ,B,4651.10,4651.10,4646.00,4646.00,4646.00,4649.58,3,24,111575.00,,IN0020210145,06-Jan-22,,
800434,SGBNOV29    ,G ,B,4700.00,4700.00,4660.00,4669.54,4660.00,4687.00,12,28,130901.00,,IN0020210178,06-Jan-22,,
800437,SGBDEC29    ,G ,B,4700.00,4700.00,4665.10,4694.00,4694.00,4700.00,22,64,299654.00,,IN0020210228,06-Jan-22,,
890157,AIRTELPP    ,A ,Q,372.25,372.25,361.85,365.70,365.70,361.85,587,10353,3789306.00,,IN9397D01014,06-Jan-22,,
890159,PATINTPP    ,B ,Q,6.03,6.58,5.79,6.56,6.56,5.99,244,294177,1879501.00,,IN9529D01012,06-Jan-22,,
890160,VLIFEPP     ,B ,Q,1.70,1.71,1.66,1.71,1.71,1.63,328,730862,1245151.00,,IN9161L01017,06-Jan-22,,
890161,NATCAPSPP   ,XT,Q,236.60,239.50,236.60,236.60,236.60,249.05,164,24182,5721869.00,,IN9936B01013,06-Jan-22,,
935323,0IFCI24G    ,F ,D,1910.00,2017.00,1910.00,2017.00,2017.00,1999.90,2,2,3927.00,,INE039A07819,06-Jan-22,,
